cell_clean,cell.x,integration_cluster,cell.y,cell_type,sample_type
X161411826371893.N,X161411826371893_X_.N,3,X161411826371893.N,Pro-angiogenesis Macrophage,N
X161411826379563.T,X161411826379563_Y_.T,0,X161411826379563.T,CD4+ T cell,T
X161411826571685.T,X161411826571685_Y_.T,0,X161411826571685.T,CD4 or CD8 T cell,T
X161411826636596.T,X161411826636596_Y_.T,1,X161411826636596.T,Exhausted CD8+ T cells,T
X161411826673389.N,X161411826673389_X_.N,0,X161411826673389.N,Effector/Memory CD4+ T cells,N
X161451911273757.T,X161451911273757_Y_.T,5,X161451911273757.T,B Cell,T
X161451911276766.T,X161451911276766_Y_.T,5,X161451911276766.T,B Cell,T
X161451911310198.N,X161451911310198_X_.N,2,X161451911310198.N,Pro-angiogenesis Macrophage,N
X161451911531365.N,X161451911531365_X_.N,3,X161451911531365.N,Pro-angiogenesis Macrophage,N
X161451911567669.N,X161451911567669_X_.N,3,X161451911567669.N,Pro-angiogenesis Macrophage,N
X161451926054621.T,X161451926054621_Y_.T,5,X161451926054621.T,B Cell,T
X161451926275894.N,X161451926275894_X_.N,0,X161451926275894.N,Effector/Memory CD4+ T cells,N
X161451926578979.N,X161451926578979_X_.N,3,X161451926578979.N,Pro-angiogenesis Macrophage,N
X161451938274166.T,X161451938274166_Y_.T,0,X161451938274166.T,CD4+ T cell,T
X161451938573228.T,X161451938573228_Y_.T,2,X161451938573228.T,Phagocytosis Macrophage,T
X161451938799005.T,X161451938799005_Y_.T,1,X161451938799005.T,Exhausted CD8+ T cells,T
X161451957505398.N,X161451957505398_X_.N,2,X161451957505398.N,Pro-angiogenesis Macrophage,N
X161451957734835.T,X161451957734835_Y_.T,0,X161451957734835.T,CD4 or CD8 T cell,T
X161451957996789.T,X161451957996789_Y_.T,1,X161451957996789.T,Exhausted CD8+ T cells,T
X161462648433452.T,X161462648433452_Y_.T,0,X161462648433452.T,CD4+ T cell,T
X161462663146268.N,X161462663146268_X_.N,5,X161462663146268.N,Blood Cell,N
X161462663200110.N,X161462663200110_X_.N,7,X161462663200110.N,Pro-angiogenesis Macrophage,N
X161462663460597.T,X161462663460597_Y_.T,10,X161462663460597.T,CAFmyo,T
X161462663465334.T,X161462663465334_Y_.T,4,X161462663465334.T,Macrophage,T
X161462663633755.N,X161462663633755_X_.N,8,X161462663633755.N,Lung Cancer Cell,N
X161462663658340.N,X161462663658340_X_.N,3,X161462663658340.N,Pro-angiogenesis Macrophage,N
X161462663953190.N,X161462663953190_X_.N,2,X161462663953190.N,Pro-angiogenesis Macrophage,N
X161462663965917.N,X161462663965917_X_.N,2,X161462663965917.N,Pro-angiogenesis Macrophage,N
X161462676481756.N,X161462676481756_X_.N,0,X161462676481756.N,Naive CD4+ T cells,N
X161462676581172.N,X161462676581172_X_.N,0,X161462676581172.N,Effector/Memory CD4+ T cells,N
X161462694623532.N,X161462694623532_X_.N,1,X161462694623532.N,Effector/Memory CD8+ T cells,N
X161462694828853.T,X161462694828853_Y_.T,8,X161462694828853.T,Non Blood Cell,T
X161462695180205.N,X161462695180205_X_.N,2,X161462695180205.N,Pro-angiogenesis Macrophage,N
X161478620403446.T,X161478620403446_Y_.T,1,X161478620403446.T,CD4 or CD8 T cell,T
X161478620596661.N,X161478620596661_X_.N,3,X161478620596661.N,Pro-angiogenesis Macrophage,N
X161478620691310.N,X161478620691310_X_.N,2,X161478620691310.N,Pro-angiogenesis Macrophage,N
X161478620924188.T,X161478620924188_Y_.T,0,X161478620924188.T,CD4+ T cell,T
X161478620953372.N,X161478620953372_X_.N,11,X161478620953372.N,cDC2,N
X161478635112677.N,X161478635112677_X_.N,3,X161478635112677.N,Pro-angiogenesis Macrophage,N
X161478635575094.T,X161478635575094_Y_.T,9,X161478635575094.T,Exhausted CD8+ T cells,T
X161478635645157.N,X161478635645157_X_.N,2,X161478635645157.N,Pro-angiogenesis Macrophage,N
X161478647700390.T,X161478647700390_Y_.T,0,X161478647700390.T,T regulatory cells,T
X161478647896421.T,X161478647896421_Y_.T,9,X161478647896421.T,Exhausted CD8+ T cells,T
X161478648183205.N,X161478648183205_X_.N,0,X161478648183205.N,Naive CD4+ T cells,N
X161478648380661.T,X161478648380661_Y_.T,12,X161478648380661.T,Endothelial Cells,T
X161478648486188.N,X161478648486188_X_.N,6,X161478648486188.N,Natural killer cell,N
X161478666770340.N,X161478666770340_X_.N,0,X161478666770340.N,Blood Cell,N
X161548547767710.T,X161548547767710_Y_.T,8,X161548547767710.T,Pancreatic Cancer Cell,T
X161548548032813.N,X161548548032813_X_.N,1,X161548548032813.N,Effector/Memory CD4+ T cells,N
X161548548074781.N,X161548548074781_X_.N,2,X161548548074781.N,Pro-angiogenesis Macrophage,N
X161548548328812.T,X161548548328812_Y_.T,4,X161548548328812.T,Phagocytosis Macrophage,T
X161548562978667.N,X161548562978667_X_.N,2,X161548562978667.N,Pro-angiogenesis Macrophage,N
X161548575140148.N,X161548575140148_X_.N,1,X161548575140148.N,Effector/Memory CD8+ T cells,N
X161548575291766.N,X161548575291766_X_.N,6,X161548575291766.N,Natural killer cell,N
X161548575587100.N,X161548575587100_X_.N,0,X161548575587100.N,Effector/Memory CD4+ T cells,N
X161864227876062.N,X161864227876062_X_.N,4,X161864227876062.N,Macrophage,N
X161864228234979.T,X161864228234979_Y_.T,0,X161864228234979.T,T regulatory cells,T
X161864228497243.T,X161864228497243_Y_.T,6,X161864228497243.T,Exhausted CD8+ T cells,T
X161864242612571.N,X161864242612571_X_.N,2,X161864242612571.N,Pro-angiogenesis Macrophage,N
X161864243076315.T,X161864243076315_Y_.T,5,X161864243076315.T,B Cell,T
X161864243174643.T,X161864243174643_Y_.T,5,X161864243174643.T,B Cell,T
X161864243334070.T,X161864243334070_Y_.T,2,X161864243334070.T,Phagocytosis Macrophage,T
X161864255134582.T,X161864255134582_Y_.T,0,X161864255134582.T,Effector/Memory CD4+ T cells,T
X161864255466741.T,X161864255466741_Y_.T,5,X161864255466741.T,B Cell,T
X161864255688091.N,X161864255688091_X_.N,8,X161864255688091.N,Lung Cancer Cell,N
X161864255982365.T,X161864255982365_Y_.T,0,X161864255982365.T,CD4 or CD8 T cell,T
X161864256011683.N,X161864256011683_X_.N,1,X161864256011683.N,CD4 or CD8 T cell,N
X161864274011878.N,X161864274011878_X_.N,1,X161864274011878.N,Natural killer cell,N
X161864274307821.N,X161864274307821_X_.N,11,X161864274307821.N,Macrophage or Dendritic Cell,N
X161864274635108.N,X161864274635108_X_.N,6,X161864274635108.N,Natural killer cell,N
X161864274831221.N,X161864274831221_X_.N,2,X161864274831221.N,Pro-angiogenesis Macrophage,N
X161864274856238.N,X161864274856238_X_.N,7,X161864274856238.N,Macrophage,N
X161864274893083.N,X161864274893083_X_.N,2,X161864274893083.N,Pro-angiogenesis Macrophage,N
X161883152664885.T,X161883152664885_Y_.T,9,X161883152664885.T,Exhausted CD8+ T cells,T
X161883152673133.N,X161883152673133_X_.N,0,X161883152673133.N,Effector/Memory CD4+ T cells,N
X161883152869275.N,X161883152869275_X_.N,3,X161883152869275.N,Pro-angiogenesis Macrophage,N
X161883152899365.N,X161883152899365_X_.N,0,X161883152899365.N,Effector/Memory CD4+ T cells,N
X161883153184556.T,X161883153184556_Y_.T,10,X161883153184556.T,CAFinfla,T
X161883167542691.T,X161883167542691_Y_.T,0,X161883167542691.T,Effector/Memory CD8+ T cells,T
X161883167570742.N,X161883167570742_X_.N,3,X161883167570742.N,Pro-angiogenesis Macrophage,N
X161883167776038.T,X161883167776038_Y_.T,0,X161883167776038.T,CD4 or CD8 T cell,T
X161883167807214.T,X161883167807214_Y_.T,5,X161883167807214.T,B Cell,T
X161883179859307.N,X161883179859307_X_.N,3,X161883179859307.N,Pro-angiogenesis Macrophage,N
X161883198773532.N,X161883198773532_X_.N,6,X161883198773532.N,Natural killer cell,N
X161883198777651.T,X161883198777651_Y_.T,1,X161883198777651.T,CD4 or CD8 T cell,T
X161883199257451.T,X161883199257451_Y_.T,5,X161883199257451.T,B Cell,T
X161883199334125.T,X161883199334125_Y_.T,0,X161883199334125.T,CD4 or CD8 T cell,T
X161883199519596.N,X161883199519596_X_.N,2,X161883199519596.N,Pro-angiogenesis Macrophage,N
X161889595115829.T,X161889595115829_Y_.T,11,X161889595115829.T,cDC2,T
X161889595345717.N,X161889595345717_X_.N,7,X161889595345717.N,Pro-angiogenesis Macrophage,N
X161889595607349.N,X161889595607349_X_.N,6,X161889595607349.N,Natural killer cell,N
X161889595799838.N,X161889595799838_X_.N,0,X161889595799838.N,Effector/Memory CD4+ T cells,N
X161889609697629.N,X161889609697629_X_.N,0,X161889609697629.N,Effector/Memory CD4+ T cells,N
X161889610054052.N,X161889610054052_X_.N,2,X161889610054052.N,Pro-angiogenesis Macrophage,N
X161889610066787.T,X161889610066787_Y_.T,1,X161889610066787.T,Exhausted CD8+ T cells,T
X161889610262884.N,X161889610262884_X_.N,2,X161889610262884.N,Pro-angiogenesis Macrophage,N
X161889610263860.N,X161889610263860_X_.N,1,X161889610263860.N,Effector/Memory CD4+ T cells,N
X161889610583411.N,X161889610583411_X_.N,0,X161889610583411.N,Effector/Memory CD4+ T cells,N
X161889622321908.N,X161889622321908_X_.N,14,X161889622321908.N,Mast cell,N
X161889623137524.T,X161889623137524_Y_.T,4,X161889623137524.T,Macrophage,T
X161889623168870.T,X161889623168870_Y_.T,5,X161889623168870.T,B Cell,T
X161889641744109.N,X161889641744109_X_.N,1,X161889641744109.N,Effector/Memory CD8+ T cells,N
X161889641748837.N,X161889641748837_X_.N,2,X161889641748837.N,Phagocytosis Macrophage,N
X161889641949022.T,X161889641949022_Y_.T,1,X161889641949022.T,Exhausted CD8+ T cells,T
X161889641975131.N,X161889641975131_X_.N,2,X161889641975131.N,Pro-angiogenesis Macrophage,N
X161889641978587.T,X161889641978587_Y_.T,1,X161889641978587.T,CD4 or CD8 T cell,T
X161889642039733.T,X161889642039733_Y_.T,11,X161889642039733.T,cDC1,T
X161889642047262.N,X161889642047262_X_.N,2,X161889642047262.N,Pro-angiogenesis Macrophage,N
X161890937498524.N,X161890937498524_X_.N,9,X161890937498524.N,Pro-angiogenesis Macrophage,N
X161890937551726.T,X161890937551726_Y_.T,12,X161890937551726.T,Endothelial Cells,T
X161890937756020.N,X161890937756020_X_.N,2,X161890937756020.N,Pro-angiogenesis Macrophage,N
X161890937792237.T,X161890937792237_Y_.T,2,X161890937792237.T,Macrophage,T
X161890951943971.N,X161890951943971_X_.N,2,X161890951943971.N,Pro-angiogenesis Macrophage,N
X161890951973237.T,X161890951973237_Y_.T,1,X161890951973237.T,Exhausted CD8+ T cells,T
X161890952165302.T,X161890952165302_Y_.T,6,X161890952165302.T,Natural killer cell,T
X161890952661726.T,X161890952661726_Y_.T,5,X161890952661726.T,B Cell,T
X161890952699228.T,X161890952699228_Y_.T,4,X161890952699228.T,Phagocytosis Macrophage,T
X161890964781491.N,X161890964781491_X_.N,3,X161890964781491.N,Pro-angiogenesis Macrophage,N
X161890965252830.T,X161890965252830_Y_.T,1,X161890965252830.T,CD8+ T cell,T
X161890983655709.N,X161890983655709_X_.N,3,X161890983655709.N,Pro-angiogenesis Macrophage,N
X161890983660853.N,X161890983660853_X_.N,0,X161890983660853.N,Effector/Memory CD4+ T cells,N
X161890983864694.N,X161890983864694_X_.N,2,X161890983864694.N,Pro-angiogenesis Macrophage,N
X161890983918942.N,X161890983918942_X_.N,0,X161890983918942.N,Effector/Memory CD4+ T cells,N
X161890983929700.N,X161890983929700_X_.N,0,X161890983929700.N,Effector/Memory CD4+ T cells,N
X161890984122669.N,X161890984122669_X_.N,8,X161890984122669.N,Lung Cancer Cell,N
X161890984146860.T,X161890984146860_Y_.T,1,X161890984146860.T,Exhausted CD8+ T cells,T
X161890984151990.T,X161890984151990_Y_.T,5,X161890984151990.T,B Cell,T
X161890984220955.N,X161890984220955_X_.N,3,X161890984220955.N,Pro-angiogenesis Macrophage,N
X161893219424675.N,X161893219424675_X_.N,1,X161893219424675.N,Effector/Memory CD8+ T cells,N
X161893219780963.T,X161893219780963_Y_.T,7,X161893219780963.T,Macrophage,T
X161893234198828.N,X161893234198828_X_.N,2,X161893234198828.N,Macrophage,N
X161893246458651.T,X161893246458651_Y_.T,4,X161893246458651.T,Macrophage,T
X161893246491046.T,X161893246491046_Y_.T,8,X161893246491046.T,Pancreatic Cancer Cell,T
X161893246942501.T,X161893246942501_Y_.T,2,X161893246942501.T,Macrophage,T
X161893265062325.T,X161893265062325_Y_.T,0,X161893265062325.T,Effector/Memory CD8+ T cells,T
X161893265128884.T,X161893265128884_Y_.T,1,X161893265128884.T,CD8+ T cell,T
X161893265132276.N,X161893265132276_X_.N,6,X161893265132276.N,Natural killer cell,N
X161893265136046.T,X161893265136046_Y_.T,0,X161893265136046.T,T regulatory cells,T
X161893265336628.T,X161893265336628_Y_.T,8,X161893265336628.T,CAFinfla,T
X161893265397997.T,X161893265397997_Y_.T,4,X161893265397997.T,CD4 or CD8 T cell,T
X161893265619891.T,X161893265619891_Y_.T,4,X161893265619891.T,Macrophage,T
X161893265919397.T,X161893265919397_Y_.T,1,X161893265919397.T,Exhausted CD8+ T cells,T
X161960462530916.N,X161960462530916_X_.N,1,X161960462530916.N,Effector/Memory CD4+ T cells,N
X161960462534509.N,X161960462534509_X_.N,2,X161960462534509.N,Pro-angiogenesis Macrophage,N
X161960462576547.T,X161960462576547_Y_.T,1,X161960462576547.T,Exhausted CD8+ T cells,T
X161960462605086.N,X161960462605086_X_.N,1,X161960462605086.N,Effector/Memory CD4+ T cells,N
X161960462793510.T,X161960462793510_Y_.T,0,X161960462793510.T,CD4+ T cell,T
X161960476699059.N,X161960476699059_X_.N,7,X161960476699059.N,Pro-angiogenesis Macrophage,N
X161960477023540.T,X161960477023540_Y_.T,1,X161960477023540.T,CD8+ T cell,T
X161960489240950.T,X161960489240950_Y_.T,1,X161960489240950.T,Effector/Memory CD8+ T cells,T
X161960489596827.T,X161960489596827_Y_.T,5,X161960489596827.T,Blood Cell,T
X161960490031861.T,X161960490031861_Y_.T,0,X161960490031861.T,CD4 or CD8 T cell,T
X161960490035115.N,X161960490035115_X_.N,3,X161960490035115.N,Pro-angiogenesis Macrophage,N
X161960490067822.T,X161960490067822_Y_.T,9,X161960490067822.T,CD8+ T cell,T
X161960490096886.T,X161960490096886_Y_.T,5,X161960490096886.T,B Cell,T
X162001532868398.N,X162001532868398_X_.N,0,X162001532868398.N,Effector/Memory CD4+ T cells,N
X162001533122988.T,X162001533122988_Y_.T,11,X162001533122988.T,LAMP3 cDC,T
X162001533126565.N,X162001533126565_X_.N,3,X162001533126565.N,Pro-angiogenesis Macrophage,N
X162001533164261.N,X162001533164261_X_.N,2,X162001533164261.N,Pro-angiogenesis Macrophage,N
X162001533228766.N,X162001533228766_X_.N,2,X162001533228766.N,Pro-angiogenesis Macrophage,N
X162001533451550.N,X162001533451550_X_.N,1,X162001533451550.N,Effector/Memory CD4+ T cells,N
X162001547639139.T,X162001547639139_Y_.T,0,X162001547639139.T,CD4 or CD8 T cell,T
X162001547811043.N,X162001547811043_X_.N,6,X162001547811043.N,Natural killer cell,N
X162001548142516.N,X162001548142516_X_.N,2,X162001548142516.N,Pro-angiogenesis Macrophage,N
X162001559869862.N,X162001559869862_X_.N,3,X162001559869862.N,Pro-angiogenesis Macrophage,N
X162001560160093.N,X162001560160093_X_.N,3,X162001560160093.N,Pro-angiogenesis Macrophage,N
X162001560661404.N,X162001560661404_X_.N,3,X162001560661404.N,Pro-angiogenesis Macrophage,N
X162001578781981.N,X162001578781981_X_.N,2,X162001578781981.N,Pro-angiogenesis Macrophage,N
X162001578842934.N,X162001578842934_X_.N,0,X162001578842934.N,Effector/Memory CD4+ T cells,N
X162001579011427.N,X162001579011427_X_.N,6,X162001579011427.N,Natural killer cell,N
X162078842050910.N,X162078842050910_X_.N,0,X162078842050910.N,Blood Cell,N
X162078842083164.N,X162078842083164_X_.N,0,X162078842083164.N,Naive CD4+ T cells,N
X162078842373934.T,X162078842373934_Y_.T,4,X162078842373934.T,Phagocytosis Macrophage,T
X162078856755635.T,X162078856755635_Y_.T,5,X162078856755635.T,B Cell,T
X162078856800179.T,X162078856800179_Y_.T,1,X162078856800179.T,Exhausted CD8+ T cells,T
X162078856955764.T,X162078856955764_Y_.T,1,X162078856955764.T,Tfh/Th1 helper CD4+ T cells,T
X162078857054509.N,X162078857054509_X_.N,1,X162078857054509.N,Effector/Memory CD8+ T cells,N
X162078857223462.N,X162078857223462_X_.N,2,X162078857223462.N,Pro-angiogenesis Macrophage,N
X162078857246950.N,X162078857246950_X_.N,0,X162078857246950.N,Naive CD4+ T cells,N
X162078857485668.N,X162078857485668_X_.N,3,X162078857485668.N,Pro-angiogenesis Macrophage,N
X162078857579237.T,X162078857579237_Y_.T,1,X162078857579237.T,Exhausted CD8+ T cells,T
X162078869339355.N,X162078869339355_X_.N,4,X162078869339355.N,Any Cell,N
X162078869383588.N,X162078869383588_X_.N,7,X162078869383588.N,Pro-inflammatory Macrophage,N
X162078869632870.N,X162078869632870_X_.N,4,X162078869632870.N,Macrophage,N
X162078869895542.N,X162078869895542_X_.N,2,X162078869895542.N,Pro-angiogenesis Macrophage,N
X162078888220579.T,X162078888220579_Y_.T,2,X162078888220579.T,Phagocytosis Macrophage,T
X162078888422694.N,X162078888422694_X_.N,0,X162078888422694.N,Effector/Memory CD4+ T cells,N
X162090653235628.N,X162090653235628_X_.N,6,X162090653235628.N,Natural killer cell,N
X162090653239027.N,X162090653239027_X_.N,4,X162090653239027.N,Naive CD4+ T cells,N
X162090653469492.T,X162090653469492_Y_.T,0,X162090653469492.T,CD4+ T cell,T
X162090667947892.T,X162090667947892_Y_.T,10,X162090667947892.T,CAFinfla,T
X162090668182755.N,X162090668182755_X_.N,1,X162090668182755.N,Effector/Memory CD8+ T cells,N
X162090668484837.N,X162090668484837_X_.N,4,X162090668484837.N,Macrophage,N
X162090668644580.T,X162090668644580_Y_.T,5,X162090668644580.T,B Cell,T
X162090668702502.T,X162090668702502_Y_.T,10,X162090668702502.T,CAFinfla,T
X162090680473453.N,X162090680473453_X_.N,3,X162090680473453.N,Pro-angiogenesis Macrophage,N
X162090680735580.N,X162090680735580_X_.N,2,X162090680735580.N,Pro-angiogenesis Macrophage,N
X162090681036188.T,X162090681036188_Y_.T,4,X162090681036188.T,Macrophage,T
X162090699377580.N,X162090699377580_X_.N,0,X162090699377580.N,Effector/Memory CD4+ T cells,N
X162090699380636.N,X162090699380636_X_.N,0,X162090699380636.N,Effector/Memory CD4+ T cells,N
X162090699409334.T,X162090699409334_Y_.T,9,X162090699409334.T,cDC1,T
X162090699418910.T,X162090699418910_Y_.T,1,X162090699418910.T,Exhausted CD8+ T cells,T
X162090699640157.N,X162090699640157_X_.N,0,X162090699640157.N,Effector/Memory CD4+ T cells,N
X162090700159788.T,X162090700159788_Y_.T,0,X162090700159788.T,T regulatory cells,T
X162090700196723.T,X162090700196723_Y_.T,5,X162090700196723.T,B Cell,T
X164631931698403.N,X164631931698403_X_.N,3,X164631931698403.N,Pro-angiogenesis Macrophage,N
X164631946389366.T,X164631946389366_Y_.T,4,X164631946389366.T,CD4+ T cell,T
X164631946685283.N,X164631946685283_X_.N,1,X164631946685283.N,Effector/Memory CD4+ T cells,N
X164631947107621.N,X164631947107621_X_.N,0,X164631947107621.N,Effector/Memory CD4+ T cells,N
X164631947144115.T,X164631947144115_Y_.T,0,X164631947144115.T,CD4+ T cell,T
X164631947200933.T,X164631947200933_Y_.T,5,X164631947200933.T,B Cell,T
X164631958899556.N,X164631958899556_X_.N,1,X164631958899556.N,CD4 or CD8 T cell,N
X164631958936413.N,X164631958936413_X_.N,4,X164631958936413.N,Pro-angiogenesis Macrophage,N
X164631959234283.T,X164631959234283_Y_.T,0,X164631959234283.T,T regulatory cells,T
X164631959517923.T,X164631959517923_Y_.T,1,X164631959517923.T,Exhausted CD8+ T cells,T
X164631959529309.T,X164631959529309_Y_.T,15,X164631959529309.T,pDC,T
X164631959760157.N,X164631959760157_X_.N,6,X164631959760157.N,Natural killer cell,N
X164631977778542.N,X164631977778542_X_.N,6,X164631977778542.N,Natural killer cell,N
X164631978142644.N,X164631978142644_X_.N,2,X164631978142644.N,Pro-angiogenesis Macrophage,N
X164631978360230.T,X164631978360230_Y_.T,5,X164631978360230.T,B Cell,T
X164631978593515.N,X164631978593515_X_.N,6,X164631978593515.N,Natural killer cell,N
X164631978625884.T,X164631978625884_Y_.T,1,X164631978625884.T,Tfh/Th1 helper CD4+ T cells,T
X164698906286438.N,X164698906286438_X_.N,7,X164698906286438.N,Pro-inflammatory Macrophage,N
X164698906319198.T,X164698906319198_Y_.T,0,X164698906319198.T,CD4+ T cell,T
X164698906351452.N,X164698906351452_X_.N,0,X164698906351452.N,Naive CD4+ T cells,N
X164698906384155.T,X164698906384155_Y_.T,2,X164698906384155.T,Macrophage,T
X164698906802604.T,X164698906802604_Y_.T,1,X164698906802604.T,Exhausted CD8+ T cells,T
X164698907069164.T,X164698907069164_Y_.T,5,X164698907069164.T,B Cell,T
X164698907097894.N,X164698907097894_X_.N,2,X164698907097894.N,Pro-angiogenesis Macrophage,N
X164698907109229.T,X164698907109229_Y_.T,5,X164698907109229.T,B Cell,T
X164698907134187.N,X164698907134187_X_.N,2,X164698907134187.N,Pro-angiogenesis Macrophage,N
